iops,flops,bytes_read,bytes_write,step,function,cycles,DIRECTION_SIZE,NX,NY,NZ,TIMESTEPS,bytes
23116,45191,60364,29696,LBM - Periodic Boundary Condition,LBM 2,138336,27,4,4,4,10,
14925,45191,34201,17600,LBM - Periodic Boundary Condition,LBM 3,61817.9,27,4,4,4,10,
14925,45191,34201,17600,LBM - Periodic Boundary Condition,LBM 4,61115.7,27,4,4,4,10,
136576,57938,74512,29696,LBM - Couette Boundary Condition,LBM Baseline,216547,27,4,4,4,10,
38020,37019,74428,29696,LBM - Couette Boundary Condition,LBM 1,188288,27,4,4,4,10,
18911,45393,60688,29696,LBM - Couette Boundary Condition,LBM 2,106761,27,4,4,4,10,
11027,45332,53928,26616,LBM - Couette Boundary Condition,LBM 3,61395.3,27,4,4,4,10,
14025,45389,61120,29696,LBM - Couette Boundary Condition,LBM 4,59942.9,27,4,4,4,10,
134993,90774,76452,29696,LBM - Lees Edwards Boundary Condition,LBM Baseline,380176,27,4,4,4,10,
47624,57328,74952,29696,LBM - Lees Edwards Boundary Condition,LBM 1,241029,27,4,4,4,10,
42258,56432,61128,29696,LBM - Lees Edwards Boundary Condition,LBM 2,149215,27,4,4,4,10,
20018,56432,61128,29696,LBM - Lees Edwards Boundary Condition,LBM 3,91978.4,27,4,4,4,10,
20018,56432,61128,29696,LBM - Lees Edwards Boundary Condition,LBM 4,78964.3,27,4,4,4,10,
958976,457730,586700,237568,LBM - Periodic Boundary Condition,LBM Baseline,3.62578e+06,27,8,8,8,10,
389852,294919,586700,237568,LBM - Periodic Boundary Condition,LBM 1,3.65444e+06,27,8,8,8,10,
173884,361479,476108,237568,LBM - Periodic Boundary Condition,LBM 2,986243,27,8,8,8,10,
98685,361479,268505,140800,LBM - Periodic Boundary Condition,LBM 3,389426,27,8,8,8,10,
98685,361479,268505,140800,LBM - Periodic Boundary Condition,LBM 4,376925,27,8,8,8,10,
1074176,460610,587024,237568,LBM - Couette Boundary Condition,LBM Baseline,3.27348e+06,27,8,8,8,10,
304660,295499,586940,237568,LBM - Couette Boundary Condition,LBM 1,3.31876e+06,27,8,8,8,10,
145415,362113,476432,237568,LBM - Couette Boundary Condition,LBM 2,856120,27,8,8,8,10,
83836,362052,414376,206840,LBM - Couette Boundary Condition,LBM 3,434344,27,8,8,8,10,
97461,362109,476864,237568,LBM - Couette Boundary Condition,LBM 4,422206,27,8,8,8,10,
1019457,591942,603300,237568,LBM - Lees Edwards Boundary Condition,LBM Baseline,4.05462e+06,27,8,8,8,10,
340508,376720,591048,237568,LBM - Lees Edwards Boundary Condition,LBM 1,3.07989e+06,27,8,8,8,10,
297462,406416,480456,237568,LBM - Lees Edwards Boundary Condition,LBM 2,1.02619e+06,27,8,8,8,10,
121490,406416,480456,237568,LBM - Lees Edwards Boundary Condition,LBM 3,495104,27,8,8,8,10,
121490,406416,480456,237568,LBM - Lees Edwards Boundary Condition,LBM 4,432667,27,8,8,8,10,
7671808,3661826,4686796,1900544,LBM - Periodic Boundary Condition,LBM Baseline,3.64195e+07,27,16,16,16,10,
3117668,2359303,4686796,1900544,LBM - Periodic Boundary Condition,LBM 1,3.11907e+07,27,16,16,16,10,
1356700,2891783,3802060,1900544,LBM - Periodic Boundary Condition,LBM 2,7.77177e+06,27,16,16,16,10,
722397,2891783,2142937,1126400,LBM - Periodic Boundary Condition,LBM 3,3.14895e+06,27,16,16,16,10,
722397,2891783,2142937,1126400,LBM - Periodic Boundary Condition,LBM 4,3.13832e+06,27,16,16,16,10,
8519680,3673346,4687120,1900544,LBM - Couette Boundary Condition,LBM Baseline,3.51809e+07,27,16,16,16,10,
2441044,2361611,4687036,1900544,LBM - Couette Boundary Condition,LBM 1,3.00762e+07,27,16,16,16,10,
1150967,2894145,3802384,1900544,LBM - Couette Boundary Condition,LBM 2,7.11464e+06,27,16,16,16,10,
664913,2894084,3261112,1630208,LBM - Couette Boundary Condition,LBM 3,3.45977e+06,27,16,16,16,10,
722253,2894141,3802816,1900544,LBM - Couette Boundary Condition,LBM 4,3.46381e+06,27,16,16,16,10,
7913729,4198662,4818084,1900544,LBM - Lees Edwards Boundary Condition,LBM Baseline,4.01728e+07,27,16,16,16,10,
2580356,2686480,4719816,1900544,LBM - Lees Edwards Boundary Condition,LBM 1,2.63889e+07,27,16,16,16,10,
2236062,3071504,3835080,1900544,LBM - Lees Edwards Boundary Condition,LBM 2,7.80287e+06,27,16,16,16,10,
818642,3071504,3835080,1900544,LBM - Lees Edwards Boundary Condition,LBM 3,3.67741e+06,27,16,16,16,10,
818642,3071504,3835080,1900544,LBM - Lees Edwards Boundary Condition,LBM 4,3.49015e+06,27,16,16,16,10,
61374464,29294594,37487564,15204352,LBM - Periodic Boundary Condition,LBM Baseline,1.25587e+09,27,32,32,32,10,
24938612,18874375,37487564,15204352,LBM - Periodic Boundary Condition,LBM 1,1.36061e+09,27,32,32,32,10,
10731100,23134215,30409676,15204352,LBM - Periodic Boundary Condition,LBM 2,6.34202e+07,27,32,32,32,10,
5536413,23134215,17138393,9011200,LBM - Periodic Boundary Condition,LBM 3,3.11889e+07,27,32,32,32,10,
5536413,23134215,17138393,9011200,LBM - Periodic Boundary Condition,LBM 4,3.02224e+07,27,32,32,32,10,
67862528,29340674,37487888,15204352,LBM - Couette Boundary Condition,LBM Baseline,1.81817e+09,27,32,32,32,10,
19545172,18883595,37487804,15204352,LBM - Couette Boundary Condition,LBM 1,1.91356e+09,27,32,32,32,10,
9172055,23143489,30410000,15204352,LBM - Couette Boundary Condition,LBM 2,5.99749e+07,27,32,32,32,10,
5310712,23143428,25887416,12943360,LBM - Couette Boundary Condition,LBM 3,3.34701e+07,27,32,32,32,10,
5545341,23143485,30410432,15204352,LBM - Couette Boundary Condition,LBM 4,3.25652e+07,27,32,32,32,10,
62342145,31441926,38536356,15204352,LBM - Lees Edwards Boundary Condition,LBM Baseline,2.06675e+09,27,32,32,32,10,
20095316,20183056,37749960,15204352,LBM - Lees Edwards Boundary Condition,LBM 1,1.81132e+09,27,32,32,32,10,
17341806,23853072,30672072,15204352,LBM - Lees Edwards Boundary Condition,LBM 2,6.2819e+07,27,32,32,32,10,
5931602,23853072,30672072,15204352,LBM - Lees Edwards Boundary Condition,LBM 3,3.47478e+07,27,32,32,32,10,
5931602,23853072,30672072,15204352,LBM - Lees Edwards Boundary Condition,LBM 4,3.41776e+07,27,32,32,32,10,
490995712,234356738,299893708,121634816,LBM - Periodic Boundary Condition,LBM Baseline,4.1231e+10,27,64,64,64,10,
199499924,150994951,299893708,121634816,LBM - Periodic Boundary Condition,LBM 1,5.10072e+10,27,64,64,64,10,
85384156,185073671,243270604,121634816,LBM - Periodic Boundary Condition,LBM 2,6.125e+08,27,64,64,64,10,
43365405,185073671,137102041,72089600,LBM - Periodic Boundary Condition,LBM 3,4.65062e+08,27,64,64,64,10,
43365405,185073671,137102041,72089600,LBM - Periodic Boundary Condition,LBM 4,4.67183e+08,27,64,64,64,10,
541720576,234541058,299894032,121634816,LBM - Couette Boundary Condition,LBM Baseline,4.56926e+10,27,64,64,64,10,
156430420,151031819,299893948,121634816,LBM - Couette Boundary Condition,LBM 1,4.90363e+10,27,64,64,64,10,
73252631,185110593,243270928,121634816,LBM - Couette Boundary Condition,LBM 2,6.14776e+08,27,64,64,64,10,
42471497,185110532,206308024,103153664,LBM - Couette Boundary Condition,LBM 3,5.02815e+08,27,64,64,64,10,
43420125,185110589,243271360,121634816,LBM - Couette Boundary Condition,LBM 4,5.02816e+08,27,64,64,64,10,
494866433,242946054,308282532,121634816,LBM - Lees Edwards Boundary Condition,LBM Baseline,4.24933e+10,27,64,64,64,10,
158617844,156229648,301991112,121634816,LBM - Lees Edwards Boundary Condition,LBM 1,4.16647e+10,27,64,64,64,10,
136593678,187949072,245368008,121634816,LBM - Lees Edwards Boundary Condition,LBM 2,6.05427e+08,27,64,64,64,10,
44966738,187949072,245368008,121634816,LBM - Lees Edwards Boundary Condition,LBM 3,4.96188e+08,27,64,64,64,10,
44966738,187949072,245368008,121634816,LBM - Lees Edwards Boundary Condition,LBM 4,5.1064e+08,27,64,64,64,10,
3927965696,1874853890,2399142860,973078528,LBM - Periodic Boundary Condition,LBM Baseline,4.3249e+11,27,128,128,128,10,
1595965652,1207959559,2399142860,973078528,LBM - Periodic Boundary Condition,LBM 1,4.29739e+11,27,128,128,128,10,
681260764,1480589319,1946158028,973078528,LBM - Periodic Boundary Condition,LBM 2,7.76716e+09,27,128,128,128,10,
343303965,1480589319,1096811225,576716800,LBM - Periodic Boundary Condition,LBM 3,6.22817e+09,27,128,128,128,10,
343303965,1480589319,1096811225,576716800,LBM - Periodic Boundary Condition,LBM 4,6.19971e+09,27,128,128,128,10,
4329046016,1875591170,2399143184,973078528,LBM - Couette Boundary Condition,LBM Baseline,3.98595e+11,27,128,128,128,10,
1251721300,1208107019,2399143100,973078528,LBM - Couette Boundary Condition,LBM 1,4.10034e+11,27,128,128,128,10,
585555095,1480736833,1946158352,973078528,LBM - Couette Boundary Condition,LBM 2,7.75877e+09,27,128,128,128,10,
339746536,1480736772,1647313592,823656448,LBM - Couette Boundary Condition,LBM 3,6.38774e+09,27,128,128,128,10,
343560861,1480736829,1946158784,973078528,LBM - Couette Boundary Condition,LBM 4,6.40168e+09,27,128,128,128,10,
3943448577,1909211142,2466251940,973078528,LBM - Lees Edwards Boundary Condition,LBM Baseline,3.94819e+11,27,128,128,128,10,
1260445748,1228898320,2415920328,973078528,LBM - Lees Edwards Boundary Condition,LBM 1,4.40475e+11,27,128,128,128,10,
1084268622,1492090896,1962935496,973078528,LBM - Lees Edwards Boundary Condition,LBM 2,7.74107e+09,27,128,128,128,10,
349750610,1492090896,1962935496,973078528,LBM - Lees Edwards Boundary Condition,LBM 3,6.49633e+09,27,128,128,128,10,
349750610,1492090896,1962935496,973078528,LBM - Lees Edwards Boundary Condition,LBM 4,6.65002e+09,27,128,128,128,10,
