iops,flops,bytes_read,bytes_write,step,function,cycles,DIRECTION_SIZE,NX,NY,NZ,TIMESTEPS,bytes
952687,36918,113247288,56623104,Stream Couette,Couette 4,206508000.0,27,64,64,64,10,
230363137,8589316,121635356,56623104,Stream Less Edwards,Stream Lees Edwards Baseline,9791650000.0,27,64,64,64,10,
94126240,5234697,115343936,56623104,Stream Less Edwards,Lees Edwards 1,4869550000.0,27,64,64,64,10,
94126240,2875401,115343936,56623104,Stream Less Edwards,Lees Edwards 2,289790000.0,27,64,64,64,10,
2499300,2875401,115343936,56623104,Stream Less Edwards,Lees Edwards 3,202603000.0,27,64,64,64,10,
2499300,2875401,115343936,56623104,Stream Less Edwards,Lees Edwards 4,227202000.0,27,64,64,64,10,
813694976,232783872,520093804,67108864,Momentum,Momentum Baseline,96716000000.0,27,128,128,128,10,
232800259,234881024,520093804,67108864,Momentum,Momentum 1,96110200000.0,27,128,128,128,10,
226492445,234881024,520093804,67108864,Momentum,Momentum 2,3634310000.0,27,128,128,128,10,
226492445,234881024,520093804,67108864,Momentum,Momentum 3,2682640000.0,27,128,128,128,10,
226492445,234881024,520093804,67108864,Momentum,Momentum 4,2702990000.0,27,128,128,128,10,
1811939328,0,905969988,452984832,Stream Periodic,Stream Periodic Baseline,113543000000.0,27,128,128,128,10,
1080049792,0,905969988,452984832,Stream Periodic,Periodic 1,103572000000.0,27,128,128,128,10,
341522030,0,905969988,452984832,Stream Periodic,Periodic 2,2189330000.0,27,128,128,128,10,
3565231,0,56623185,56623104,Stream Periodic,Periodic 3,1637900000.0,27,128,128,128,10,
2213019648,737280,905970312,452984832,Stream Couette,Stream Couette Baseline,82876200000.0,27,128,128,128,10,
735805440,147460,905970228,452984832,Stream Couette,Couette 1,84788600000.0,27,128,128,128,10,
245816361,147514,905970312,452984832,Stream Couette,Couette 2,2198500000.0,27,128,128,128,10,
3822127,147510,905970744,452984832,Stream Couette,Couette 3,1662380000.0,27,128,128,128,10,
3822127,147510,905970744,452984832,Stream Couette,Couette 4,1653540000.0,27,128,128,128,10,
1827422209,34357252,973079068,452984832,Stream Less Edwards,Stream Lees Edwards Baseline,75067600000.0,27,128,128,128,10,
744529888,20938761,922747456,452984832,Stream Less Edwards,Lees Edwards 1,108698000000.0,27,128,128,128,10,
744529888,11501577,922747456,452984832,Stream Less Edwards,Lees Edwards 2,2214170000.0,27,128,128,128,10,
10011876,11501577,922747456,452984832,Stream Less Edwards,Lees Edwards 3,1620670000.0,27,128,128,128,10,
10011876,11501577,922747456,452984832,Stream Less Edwards,Lees Edwards 4,1771520000.0,27,128,128,128,10,
39744,50114,30236,13824,Collision,Collision Baseline,73544.5,27,4,4,4,10,
8721,29703,30236,13824,Collision,Collision 1,51342.3,27,4,4,4,10,
3537,38023,16412,13824,Collision,Collision 2,33212.7,27,4,4,4,10,
3537,38023,16412,13824,Collision,Collision 3,18272.8,27,4,4,4,10,
3537,38023,16412,13824,Collision,Collision 4,17467.7,27,4,4,4,10,
317952,400898,238108,110592,Collision,Collision Baseline,1442720.0,27,8,8,8,10,
69201,237575,238108,110592,Collision,Collision 1,1496380.0,27,8,8,8,10,
27729,304135,127516,110592,Collision,Collision 2,258053.0,27,8,8,8,10,
27729,304135,127516,110592,Collision,Collision 3,173589.0,27,8,8,8,10,
27729,304135,127516,110592,Collision,Collision 4,153301.0,27,8,8,8,10,
2543616,3207170,1901084,884736,Collision,Collision Baseline,17658800.0,27,16,16,16,10,
553041,1900551,1901084,884736,Collision,Collision 1,13601600.0,27,16,16,16,10,
221265,2433031,1016348,884736,Collision,Collision 2,2044410.0,27,16,16,16,10,
221265,2433031,1016348,884736,Collision,Collision 3,1148710.0,27,16,16,16,10,
221265,2433031,1016348,884736,Collision,Collision 4,1195010.0,27,16,16,16,10,
20348928,25657346,15204892,7077888,Collision,Collision Baseline,752396000.0,27,32,32,32,10,
4423761,15204359,15204892,7077888,Collision,Collision 1,758612000.0,27,32,32,32,10,
1769553,19464199,8127004,7077888,Collision,Collision 2,17256400.0,27,32,32,32,10,
1769553,19464199,8127004,7077888,Collision,Collision 3,11882000.0,27,32,32,32,10,
1769553,19464199,8127004,7077888,Collision,Collision 4,11457500.0,27,32,32,32,10,
162791424,205258754,121635356,56623104,Collision,Collision Baseline,24358000000.0,27,64,64,64,10,
35389521,121634823,121635356,56623104,Collision,Collision 1,28178500000.0,27,64,64,64,10,
14155857,155713543,65012252,56623104,Collision,Collision 2,166487000.0,27,64,64,64,10,
14155857,155713543,65012252,56623104,Collision,Collision 3,142072000.0,27,64,64,64,10,
14155857,155713543,65012252,56623104,Collision,Collision 4,144018000.0,27,64,64,64,10,
1302331392,1642070018,973079068,452984832,Collision,Collision Baseline,222649000000.0,27,128,128,128,10,
283115601,973078535,973079068,452984832,Collision,Collision 1,230617000000.0,27,128,128,128,10,
113246289,1245708295,520094236,452984832,Collision,Collision 2,2629150000.0,27,128,128,128,10,
113246289,1245708295,520094236,452984832,Collision,Collision 3,2107190000.0,27,128,128,128,10,
113246289,1245708295,520094236,452984832,Collision,Collision 4,2090800000.0,27,128,128,128,10,
119872,57218,74188,29696,LBM - Periodic Boundary Condition,LBM Baseline,285085.0,27,4,4,4,10,
48824,36871,74188,29696,LBM - Periodic Boundary Condition,LBM 1,261574.0,27,4,4,4,10,
23116,45191,60364,29696,LBM - Periodic Boundary Condition,LBM 2,138336.0,27,4,4,4,10,
14925,45191,34201,17600,LBM - Periodic Boundary Condition,LBM 3,61817.9,27,4,4,4,10,
14925,45191,34201,17600,LBM - Periodic Boundary Condition,LBM 4,61115.7,27,4,4,4,10,
136576,57938,74512,29696,LBM - Couette Boundary Condition,LBM Baseline,216547.0,27,4,4,4,10,
38020,37019,74428,29696,LBM - Couette Boundary Condition,LBM 1,188288.0,27,4,4,4,10,
18911,45393,60688,29696,LBM - Couette Boundary Condition,LBM 2,106761.0,27,4,4,4,10,
11027,45332,53928,26616,LBM - Couette Boundary Condition,LBM 3,61395.3,27,4,4,4,10,
14025,45389,61120,29696,LBM - Couette Boundary Condition,LBM 4,59942.9,27,4,4,4,10,
134993,90774,76452,29696,LBM - Lees Edwards Boundary Condition,LBM Baseline,380176.0,27,4,4,4,10,
47624,57328,74952,29696,LBM - Lees Edwards Boundary Condition,LBM 1,241029.0,27,4,4,4,10,
42258,56432,61128,29696,LBM - Lees Edwards Boundary Condition,LBM 2,149215.0,27,4,4,4,10,
20018,56432,61128,29696,LBM - Lees Edwards Boundary Condition,LBM 3,91978.4,27,4,4,4,10,
20018,56432,61128,29696,LBM - Lees Edwards Boundary Condition,LBM 4,78964.3,27,4,4,4,10,
958976,457730,586700,237568,LBM - Periodic Boundary Condition,LBM Baseline,3625780.0,27,8,8,8,10,
389852,294919,586700,237568,LBM - Periodic Boundary Condition,LBM 1,3654440.0,27,8,8,8,10,
173884,361479,476108,237568,LBM - Periodic Boundary Condition,LBM 2,986243.0,27,8,8,8,10,
98685,361479,268505,140800,LBM - Periodic Boundary Condition,LBM 3,389426.0,27,8,8,8,10,
98685,361479,268505,140800,LBM - Periodic Boundary Condition,LBM 4,376925.0,27,8,8,8,10,
1074176,460610,587024,237568,LBM - Couette Boundary Condition,LBM Baseline,3273480.0,27,8,8,8,10,
304660,295499,586940,237568,LBM - Couette Boundary Condition,LBM 1,3318760.0,27,8,8,8,10,
145415,362113,476432,237568,LBM - Couette Boundary Condition,LBM 2,856120.0,27,8,8,8,10,
83836,362052,414376,206840,LBM - Couette Boundary Condition,LBM 3,434344.0,27,8,8,8,10,
97461,362109,476864,237568,LBM - Couette Boundary Condition,LBM 4,422206.0,27,8,8,8,10,
1019457,591942,603300,237568,LBM - Lees Edwards Boundary Condition,LBM Baseline,4054620.0,27,8,8,8,10,
340508,376720,591048,237568,LBM - Lees Edwards Boundary Condition,LBM 1,3079890.0,27,8,8,8,10,
297462,406416,480456,237568,LBM - Lees Edwards Boundary Condition,LBM 2,1026190.0,27,8,8,8,10,
121490,406416,480456,237568,LBM - Lees Edwards Boundary Condition,LBM 3,495104.0,27,8,8,8,10,
121490,406416,480456,237568,LBM - Lees Edwards Boundary Condition,LBM 4,432667.0,27,8,8,8,10,
7671808,3661826,4686796,1900544,LBM - Periodic Boundary Condition,LBM Baseline,36419500.0,27,16,16,16,10,
3117668,2359303,4686796,1900544,LBM - Periodic Boundary Condition,LBM 1,31190700.0,27,16,16,16,10,
1356700,2891783,3802060,1900544,LBM - Periodic Boundary Condition,LBM 2,7771770.0,27,16,16,16,10,
722397,2891783,2142937,1126400,LBM - Periodic Boundary Condition,LBM 3,3148950.0,27,16,16,16,10,
722397,2891783,2142937,1126400,LBM - Periodic Boundary Condition,LBM 4,3138320.0,27,16,16,16,10,
8519680,3673346,4687120,1900544,LBM - Couette Boundary Condition,LBM Baseline,35180900.0,27,16,16,16,10,
2441044,2361611,4687036,1900544,LBM - Couette Boundary Condition,LBM 1,30076200.0,27,16,16,16,10,
1150967,2894145,3802384,1900544,LBM - Couette Boundary Condition,LBM 2,7114640.0,27,16,16,16,10,
664913,2894084,3261112,1630208,LBM - Couette Boundary Condition,LBM 3,3459770.0,27,16,16,16,10,
722253,2894141,3802816,1900544,LBM - Couette Boundary Condition,LBM 4,3463810.0,27,16,16,16,10,
7913729,4198662,4818084,1900544,LBM - Lees Edwards Boundary Condition,LBM Baseline,40172800.0,27,16,16,16,10,
2580356,2686480,4719816,1900544,LBM - Lees Edwards Boundary Condition,LBM 1,26388900.0,27,16,16,16,10,
2236062,3071504,3835080,1900544,LBM - Lees Edwards Boundary Condition,LBM 2,7802870.0,27,16,16,16,10,
818642,3071504,3835080,1900544,LBM - Lees Edwards Boundary Condition,LBM 3,3677410.0,27,16,16,16,10,
818642,3071504,3835080,1900544,LBM - Lees Edwards Boundary Condition,LBM 4,3490150.0,27,16,16,16,10,
61374464,29294594,37487564,15204352,LBM - Periodic Boundary Condition,LBM Baseline,1255870000.0,27,32,32,32,10,
24938612,18874375,37487564,15204352,LBM - Periodic Boundary Condition,LBM 1,1360610000.0,27,32,32,32,10,
10731100,23134215,30409676,15204352,LBM - Periodic Boundary Condition,LBM 2,63420200.0,27,32,32,32,10,
5536413,23134215,17138393,9011200,LBM - Periodic Boundary Condition,LBM 3,31188900.0,27,32,32,32,10,
5536413,23134215,17138393,9011200,LBM - Periodic Boundary Condition,LBM 4,30222400.0,27,32,32,32,10,
67862528,29340674,37487888,15204352,LBM - Couette Boundary Condition,LBM Baseline,1818170000.0,27,32,32,32,10,
19545172,18883595,37487804,15204352,LBM - Couette Boundary Condition,LBM 1,1913560000.0,27,32,32,32,10,
9172055,23143489,30410000,15204352,LBM - Couette Boundary Condition,LBM 2,59974900.0,27,32,32,32,10,
5310712,23143428,25887416,12943360,LBM - Couette Boundary Condition,LBM 3,33470100.0,27,32,32,32,10,
5545341,23143485,30410432,15204352,LBM - Couette Boundary Condition,LBM 4,32565200.0,27,32,32,32,10,
62342145,31441926,38536356,15204352,LBM - Lees Edwards Boundary Condition,LBM Baseline,2066750000.0,27,32,32,32,10,
20095316,20183056,37749960,15204352,LBM - Lees Edwards Boundary Condition,LBM 1,1811320000.0,27,32,32,32,10,
17341806,23853072,30672072,15204352,LBM - Lees Edwards Boundary Condition,LBM 2,62819000.0,27,32,32,32,10,
5931602,23853072,30672072,15204352,LBM - Lees Edwards Boundary Condition,LBM 3,34747800.0,27,32,32,32,10,
5931602,23853072,30672072,15204352,LBM - Lees Edwards Boundary Condition,LBM 4,34177600.0,27,32,32,32,10,
490995712,234356738,299893708,121634816,LBM - Periodic Boundary Condition,LBM Baseline,41231000000.0,27,64,64,64,10,
199499924,150994951,299893708,121634816,LBM - Periodic Boundary Condition,LBM 1,51007200000.0,27,64,64,64,10,
85384156,185073671,243270604,121634816,LBM - Periodic Boundary Condition,LBM 2,612500000.0,27,64,64,64,10,
43365405,185073671,137102041,72089600,LBM - Periodic Boundary Condition,LBM 3,465062000.0,27,64,64,64,10,
43365405,185073671,137102041,72089600,LBM - Periodic Boundary Condition,LBM 4,467183000.0,27,64,64,64,10,
541720576,234541058,299894032,121634816,LBM - Couette Boundary Condition,LBM Baseline,45692600000.0,27,64,64,64,10,
156430420,151031819,299893948,121634816,LBM - Couette Boundary Condition,LBM 1,49036300000.0,27,64,64,64,10,
73252631,185110593,243270928,121634816,LBM - Couette Boundary Condition,LBM 2,614776000.0,27,64,64,64,10,
42471497,185110532,206308024,103153664,LBM - Couette Boundary Condition,LBM 3,502815000.0,27,64,64,64,10,
43420125,185110589,243271360,121634816,LBM - Couette Boundary Condition,LBM 4,502816000.0,27,64,64,64,10,
494866433,242946054,308282532,121634816,LBM - Lees Edwards Boundary Condition,LBM Baseline,42493300000.0,27,64,64,64,10,
158617844,156229648,301991112,121634816,LBM - Lees Edwards Boundary Condition,LBM 1,41664700000.0,27,64,64,64,10,
136593678,187949072,245368008,121634816,LBM - Lees Edwards Boundary Condition,LBM 2,605427000.0,27,64,64,64,10,
44966738,187949072,245368008,121634816,LBM - Lees Edwards Boundary Condition,LBM 3,496188000.0,27,64,64,64,10,
44966738,187949072,245368008,121634816,LBM - Lees Edwards Boundary Condition,LBM 4,510640000.0,27,64,64,64,10,
3927965696,1874853890,2399142860,973078528,LBM - Periodic Boundary Condition,LBM Baseline,432490000000.0,27,128,128,128,10,
1595965652,1207959559,2399142860,973078528,LBM - Periodic Boundary Condition,LBM 1,429739000000.0,27,128,128,128,10,
681260764,1480589319,1946158028,973078528,LBM - Periodic Boundary Condition,LBM 2,7767160000.0,27,128,128,128,10,
343303965,1480589319,1096811225,576716800,LBM - Periodic Boundary Condition,LBM 3,6228170000.0,27,128,128,128,10,
343303965,1480589319,1096811225,576716800,LBM - Periodic Boundary Condition,LBM 4,6199710000.0,27,128,128,128,10,
4329046016,1875591170,2399143184,973078528,LBM - Couette Boundary Condition,LBM Baseline,398595000000.0,27,128,128,128,10,
1251721300,1208107019,2399143100,973078528,LBM - Couette Boundary Condition,LBM 1,410034000000.0,27,128,128,128,10,
585555095,1480736833,1946158352,973078528,LBM - Couette Boundary Condition,LBM 2,7758770000.0,27,128,128,128,10,
339746536,1480736772,1647313592,823656448,LBM - Couette Boundary Condition,LBM 3,6387740000.0,27,128,128,128,10,
343560861,1480736829,1946158784,973078528,LBM - Couette Boundary Condition,LBM 4,6401680000.0,27,128,128,128,10,
3943448577,1909211142,2466251940,973078528,LBM - Lees Edwards Boundary Condition,LBM Baseline,394819000000.0,27,128,128,128,10,
1260445748,1228898320,2415920328,973078528,LBM - Lees Edwards Boundary Condition,LBM 1,440475000000.0,27,128,128,128,10,
1084268622,1492090896,1962935496,973078528,LBM - Lees Edwards Boundary Condition,LBM 2,7741070000.0,27,128,128,128,10,
349750610,1492090896,1962935496,973078528,LBM - Lees Edwards Boundary Condition,LBM 3,6496330000.0,27,128,128,128,10,
349750610,1492090896,1962935496,973078528,LBM - Lees Edwards Boundary Condition,LBM 4,6650020000.0,27,128,128,128,10,
